"OriginalAddress1","PermitNum","PermitClass","PermitClassMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","AppliedDate","EstProjectCost","IssuedDate","ExpiresDate","StatusCurrent","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1"
"6049 24TH AVE S","6893100-CN","Single Family/Duplex","Residential","New","Establish use and Construct single-family residence  per plan.","0","0","0","2022 Aug 25 12:00:00 AM","368,865","2025 Jun 16 12:00:00 AM","2026 Dec 16 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6893100-CN","47.54685823","-122.30275439","POINT (-122.30275439 47.54685823)"
"5021 RAVENNA AVE NE","6832882-CN","Multifamily","Residential","New","Establish use as townhouses and construct a multi-family building  occupy per plan.","5","0","5","2022 Apr 19 12:00:00 AM","1,121,007","2024 Feb 13 12:00:00 AM","2027 Feb 13 12:00:00 AM","Issued","SEATTLE","WA","98105",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6832882-CN","47.66559232","-122.30364107","POINT (-122.30364107 47.66559232)"
"4414 A S FRONTENAC ST","6872783-CN","Single Family/Duplex","Residential","New","Construct west two-family dwelling  per plans.  (Establish use as three single family residences  each with attached accessory dwelling units and construct 3 two-family dwellings.  Reviews and processing for three construction records under 6872783-CN)","10","0","10","2022 Mar 02 12:00:00 AM","256,916","2025 Feb 27 12:00:00 AM","2026 Aug 27 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6872783-CN","47.53997031","-122.2773616","POINT (-122.2773616 47.53997031)"
"302 35TH AVE E","6833677-CN","Single Family/Duplex","Residential","New","Establish use as single-family residence and attached accessory dwelling unit per land use code. Construct new two-family dwelling  per plan","2","0","2","2025 Mar 06 12:00:00 AM","624,471","2025 Jul 23 12:00:00 AM","2027 Jan 23 12:00:00 AM","Issued","SEATTLE","WA","98112",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6833677-CN","47.62145886","-122.28813462","POINT (-122.28813462 47.62145886)"
"9200 WOODLAWN AVE N","6879342-CN","Multifamily","Residential","New","Construct southwest 6-unit apartment  occupy per plan. (Establish use as multifamily residential and rowhouse and construct 5 apartments and one townhouse. Review and processing for 6 records under #6835326-CN)","6","0","6","2022 Feb 01 12:00:00 AM","1,554,935","2024 Jan 09 12:00:00 AM","2027 Jan 09 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6879342-CN","47.69612901","-122.33839926","POINT (-122.33839926 47.69612901)"
"13229 3RD AVE NW","6847704-CN","Single Family/Duplex","Residential","New","Establish use a a detached accessory dwelling unit. Construct additions and substantial alterations to existing accessory structure  per plan.","1","0","1","2022 Sep 30 12:00:00 AM","85,900","2024 Mar 12 12:00:00 AM","2027 Mar 12 12:00:00 AM","Issued","SEATTLE","WA","98177",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6847704-CN","47.7258975","-122.36149872","POINT (-122.36149872 47.7258975)"
"14312 30TH AVE NE","6757668-CN","Multifamily","Residential","New","Construct north multi-family building A  occupy per plan. Mechanical is included (Establish use as apartment and townhouses per land use code. Construct one multi-family building with below grade parking and three townhouse buildings. Review and processing for 4 records under #6757668-CN)","86","0","86","2025 Mar 14 12:00:00 AM","20,970,015","2025 Nov 07 12:00:00 AM","2027 May 07 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757668-CN","47.73272785","-122.29628409","POINT (-122.29628409 47.73272785)"
"8300 AURORA AVE N","6757678-CN","Multifamily","Residential","New","Establish use as live/work and apartments  construct multi-family building and occupy  per plans.  Project includes mechanical.","126","0","126","2022 Dec 19 12:00:00 AM","13,777,817","2024 Apr 11 12:00:00 AM","2027 Apr 11 12:00:00 AM","Issued","SEATTLE","WA","98103","Bode LLC","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757678-CN","47.68927865","-122.34410345","POINT (-122.34410345 47.68927865)"
"12512 35TH AVE NE","6834563-CN","Multifamily","Residential","New","Construct multi-family structure (Bldg G)  per plan. (Construct 7 multi-family structures; review and process for 7 AP's under 6594399.)","7","0","7",,"1,156,001","2022 May 03 12:00:00 AM","2026 Nov 03 12:00:00 AM","Issued",,"WA",,"Greenbuild Development LLC","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6834563-CN","47.719724","-122.28976255","POINT (-122.28976255 47.719724)"
"9739 57TH AVE S","6835056-CN","Single Family/Duplex","Residential","New","Establish use and construct single family residence with attached and detached accessory dwelling units (AADU and DADU) on Lot A  per plan.","3","0","3","2021 Oct 06 12:00:00 AM","515,584","2023 Jun 28 12:00:00 AM","2026 Jun 28 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6835056-CN","47.51399768","-122.26243002","POINT (-122.26243002 47.51399768)"
"203 NE 94TH ST","6885916-CN","Single Family/Duplex","Residential","New","SEE KEY INSPECTION NOTES RE: TREE PROTECTION. Construct duplex  per plan; (Establish use as single family residence with both attached  and detached accessory dwelling unit  per land use code.  Construct as single family dwelling and two-family dwelling; review and process for two -CN's under 6885916-CN).","4","0","4","2023 Feb 28 12:00:00 AM","624,197","2024 Feb 15 12:00:00 AM","2027 Feb 15 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6885916-CN","47.69662748","-122.32690786","POINT (-122.32690786 47.69662748)"
"9220 WOODLAWN AVE N","6835326-CN","Multifamily","Residential","New","Construct north 7-unit apartment  occupy per plan. (Establish use as multifamily residential and rowhouse and construct 5 apartments and one townhouse. Review and processing for 6 records under #6835326-CN)","26","0","26","2022 Feb 03 12:00:00 AM","1,734,262","2024 Jan 09 12:00:00 AM","2027 Jan 09 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6835326-CN","47.69660482","-122.33840295","POINT (-122.33840295 47.69660482)"
"6605 13TH AVE S","6849169-CN","Institutional","Non-Residential","New","Establish use as and construct park  per plan.","0","0","0","2021 Jul 20 12:00:00 AM","300,000","2023 Aug 01 12:00:00 AM","2026 Aug 01 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6849169-CN","47.54277352","-122.31627888","POINT (-122.31627888 47.54277352)"
"9222 20TH AVE SW","6835612-CN","Single Family/Duplex","Residential","New","Construct south cottage (Establish use as & construct (2) single-family dwelling units  per plan. Review & process (2) records under 6822425-CN).","1","0","1","2021 May 02 12:00:00 AM","135,200","2024 May 10 12:00:00 AM","2027 May 10 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6835612-CN","47.5202832","-122.35882635","POINT (-122.35882635 47.5202832)"
"806 B S ROSE ST","6887305-CN","Single Family/Duplex","Residential","New","Construct a one-family dwelling (DADU 2)  per Standard Plan 6848904-SP.  (Establish use as 2 single family residences and 2 Detached Accessory Dwelling Units and construct 3 one-family dwellings and (1) two family dwelling   Reviews and processing for 4 CN records under 6865134-CN.  Project includes updating Standard Plan 6848904-SP to 2018 Seattle Residential Code.)","1","0","1","2022 Mar 10 12:00:00 AM","127,962","2023 Mar 24 12:00:00 AM","2026 Mar 24 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887305-CN","47.52935498","-122.32240101","POINT (-122.32240101 47.52935498)"
"709 S JACKSON ST","6837307-CN","Multifamily","Residential","New","Construct new mixed-use building  occupy per plan.  Mechanical Included.","141","0","141","2022 Jun 01 12:00:00 AM","18,126,479","2023 May 08 12:00:00 AM","2026 May 08 12:00:00 AM","Issued","SEATTLE","WA","98104","Mark Sexauer","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6837307-CN","47.59883197","-122.32333033","POINT (-122.32333033 47.59883197)"
"2992 SW SPOKANE ST","6883553-CN","Commercial","Non-Residential","New","Install construction trailer mobile office for SPU pump station project on adjacent site  occupy per plan.","0","0","0","2022 Oct 21 12:00:00 AM","10,000","2024 Feb 29 12:00:00 AM","2027 Feb 28 12:00:00 AM","Issued","SEATTLE","WA","98126","Ian Fitz-James","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6883553-CN","47.57207254","-122.37100803","POINT (-122.37100803 47.57207254)"
"13001 5TH AVE NE","6837354-CN","Vacant Land","Non-Residential","New","Construct initial build-out for portions of light-rail transit station [SOUND TRANSIT LINK LIGHT RAIL]  occupy per plan. Mechanical included.","0",,,"2021 Aug 05 12:00:00 AM","5,837,441","2023 Aug 08 12:00:00 AM","2026 Aug 08 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6837354-CN","47.72336715","-122.32389341","POINT (-122.32389341 47.72336715)"
"7973 C M L KING JR WAY S","6902705-CN","Single Family/Duplex","Residential","New","Construct single family dwelling  per plan. (Establish use as single family residence  with AADU and DADU and construct two-family dwelling and single family residence. Review and processing for 2 records under #6855943-CN.)","1","0","1","2022 Jun 02 12:00:00 AM","112,333","2023 May 09 12:00:00 AM","2026 May 09 12:00:00 AM","Issued",,"WA",,,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6902705-CN","47.52948878","-122.28127501","POINT (-122.28127501 47.52948878)"
"7750 BAGLEY AVE N","6885026-CN","Single Family/Duplex","Residential","New","Establish use as single family residence with attached accessory dwelling unit per land use code. Construct a two-family dwelling  per plans","2","0","2","2023 Feb 16 12:00:00 AM","549,056","2023 Jul 25 12:00:00 AM","2026 Jul 25 12:00:00 AM","Issued","SEATTLE","WA","98103","Price Busters Plumbing","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6885026-CN","47.68666684","-122.33147548","POINT (-122.33147548 47.68666684)"
"4306 2ND AVE NW","6885301-CN","Single Family/Duplex","Residential","New","Construct one-family dwelling (Establish use as single-family residence (w/ attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU))  and construct (1) two-family dwelling & (1) one-family dwelling  per plan.  Review & process for (2) records under 6864353-CN).","-1","1","0","2022 Mar 01 12:00:00 AM","150,817","2023 Jul 03 12:00:00 AM","2026 Jul 03 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6885301-CN","47.6592546","-122.35796005","POINT (-122.35796005 47.6592546)"
"342 N 84TH ST","6890130-CN","Single Family/Duplex","Residential","New","Construct one-family dwelling (Establish use as single-family residence (w/ (1) attached accessory dwelling unit (AADU) & (1) detached accessory dwelling unit (DADU))  and construct (1) two family dwelling and (1) one-family dwelling  per plan.  Review & process for 2) records under 6880513-CN).","1","0","1","2022 Mar 24 12:00:00 AM","161,023","2023 Feb 02 12:00:00 AM","2026 Feb 02 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6890130-CN","47.69013298","-122.35334924","POINT (-122.35334924 47.69013298)"
"12517 3RD AVE NE","6885605-CN","Single Family/Duplex","Residential","New","Construct West one family dwelling this permit. [Establish use as single-family residence with attached accessory dwelling unit [AADU] and detached accessory dwelling unit [DADU] and Construct two- and one-family dwellings  per plan. Review and processing as (2) construction records under 6850191-CN.]","1","0","1","2022 Mar 01 12:00:00 AM","187,807","2023 Apr 26 12:00:00 AM","2026 Apr 26 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6885605-CN","47.71997294","-122.32675308","POINT (-122.32675308 47.71997294)"
"12245 AURORA AVE N","6890590-CN","Commercial","Non-Residential","New","Construct a mixed-use building  occupy per plan.  Mechanical under separate permit.","90","0","90","2024 Mar 20 12:00:00 AM","12,667,565","2025 Apr 22 12:00:00 AM","2026 Oct 22 12:00:00 AM","Issued","SEATTLE","WA","98133",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6890590-CN","47.71899635","-122.34536741","POINT (-122.34536741 47.71899635)"
"807 S SULLIVAN ST","6891014-CN","Single Family/Duplex","Residential","New","Construct new Middle two family residence  per plan ( Establish use as single family residence withAttached accessory Dwelling unit and construct (3) two family residence  review and processfor 3 CN's under 6852200-CN)","2","0","2","2022 Mar 30 12:00:00 AM","238,558","2024 Jul 03 12:00:00 AM","2026 Jan 03 12:00:00 AM","Issued",,"WA",,,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6891014-CN","47.527108","-122.32257574","POINT (-122.32257574 47.527108)"
"9323 MARCUS AVE S","6877125-CN","Single Family/Duplex","Residential","New","Construct new one-family dwelling (DADU)  per plan.  (Establish use as single family residence with attached  (AADU) and detached accessory dwelling units (DADU) and construct one and two family dwellings  per plan / Review and process for 2 CN records under 6814589-CN)","1","0","1","2022 Jan 20 12:00:00 AM","155,999","2023 Apr 24 12:00:00 AM","2026 Apr 24 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6877125-CN","47.51834102","-122.27532597","POINT (-122.27532597 47.51834102)"
"546 S CLOVERDALE ST","6887131-CN","Multifamily","Residential","New","Construct south townhouse (Bldg 1)  per plan. (Establish use as rowhouses and Construct two multifamily buildings  per plan / Review and process for two CN records under 6887131)","8","0","8","2022 Aug 22 12:00:00 AM","852,217","2023 Dec 06 12:00:00 AM","2026 Dec 06 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887131-CN","47.52669082","-122.3262385","POINT (-122.3262385 47.52669082)"
"630 N 92ND ST","6887568-CN","Single Family/Duplex","Residential","New","Construct West two-family dwelling  per plan. (Establish use as townhouse and construct (2) two-family dwellings per plans. Reviews and processing for 2 records under 6887568-CN).","4","0","4","2023 Jan 11 12:00:00 AM","577,920","2025 Apr 07 12:00:00 AM","2026 Oct 07 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887568-CN","47.69616349","-122.35026325","POINT (-122.35026325 47.69616349)"
"4030 NE 109TH ST","6878388-CN","Commercial","Non-Residential","New","Construct a Seattle public school building (John Rogers ES) and campus including play fields  vehicle access and parking  and site amenities  occupy per plans.","0","0","0","2023 Feb 16 12:00:00 AM","22,522,059","2023 Oct 17 12:00:00 AM","2026 Oct 17 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6878388-CN","47.70743226","-122.28464833","POINT (-122.28464833 47.70743226)"
